
4 Mot inconnu : Winetricks [[7:17]] => ====== Winetricks ====== <|> winetricks

27 Accord de genre erroné : « bibliothèque » est féminin. [[89:91]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> un => suggestions : une
27 Mot inconnu : the [[129:132]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> the
27 Mot inconnu : default [[133:140]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> default
27 Mot inconnu : wineprefix [[141:151]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> wineprefix
27 Mot inconnu : Install [[162:169]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> install
27 Mot inconnu : component [[187:196]] => Une première fenêtre s'ouvre pour vous demander ce que vous voulez faire. Pour installer un bibliothèque cochez la case //Select the default wineprefix//, Puis //Install a Windows DLL or component//. <|> component
36 Mot inconnu : option-de-config-wine [[92:113]] => Où on remplacera « nom-de-la-bibliothèque » par le nom de la bibliothèque à installer, et « option-de-config-wine » par l'instruction de configuration. Un espace séparera chaque élément. <|> option-de-config-wine

49 Mot inconnu : fontfix [[19:26]] => //(Ici on a ajouté fontfix, puisque le commentaire qui accompagne cette bibliothèque indique son utilité avec dotnet20.)// <|> fontfix
49 Mot inconnu : dotnet20 [[110:118]] => //(Ici on a ajouté fontfix, puisque le commentaire qui accompagne cette bibliothèque indique son utilité avec dotnet20.)// <|> dotnet20

56 Mot inconnu : winetricks [[18:28]] => Les bibliothèques winetricks et instructions de configuration disponibles sont listées dans le tableau ci-dessous. <|> winetricks

60 Mot inconnu : winetricks [[94:104]] => Ce tableau liste les bibliothèques et instructions de configuration qui sont disponibles dans winetricks. À noter que le script winetricks est régulièrement mis à jour, il est donc possible que cette liste ne soit pas exhaustive. <|> winetricks
60 Mot inconnu : winetricks [[128:138]] => Ce tableau liste les bibliothèques et instructions de configuration qui sont disponibles dans winetricks. À noter que le script winetricks est régulièrement mis à jour, il est donc possible que cette liste ne soit pas exhaustive. <|> winetricks

63 Espace(s) surnuméraire(s) à supprimer. [[5:15]] => |7zip          |7-zip file archiver| <|>            => suggestions :  
90 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). [[18:20]] => |dotnet30      |MS .NET 3.0 (Licence Windows requise **-- fonctionnement incertain dans l'immédiat**)| <|>  . => suggestions : .. 

91 Mot inconnu : droid [[1:6]] => |droid         |Droid fonts (sur affichage ACL, paraît mieux avec fontsmooth-rgb)| <|> droid
91 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |droid         |Droid fonts (sur affichage ACL, paraît mieux avec fontsmooth-rgb)| <|>           => suggestions :  
91 Mot inconnu : Droid [[16:21]] => |droid         |Droid fonts (sur affichage ACL, paraît mieux avec fontsmooth-rgb)| <|> droid
91 Mot inconnu : ACL [[43:46]] => |droid         |Droid fonts (sur affichage ACL, paraît mieux avec fontsmooth-rgb)| <|> acl
91 Mot inconnu : fontsmooth-rgb [[66:80]] => |droid         |Droid fonts (sur affichage ACL, paraît mieux avec fontsmooth-rgb)| <|> fontsmooth-rgb

92 Mot inconnu : dxsdk_nov2006 [[1:14]] => |dxsdk_nov2006 |DirectX Software Development Kit, version novembre 2006| <|> dxsdk_nov2006
92 Mot inconnu : Development [[33:44]] => |dxsdk_nov2006 |DirectX Software Development Kit, version novembre 2006| <|> development

93 Mot inconnu : ffdshow [[1:8]] => |ffdshow       |ffdshow video codecs| <|> ffdshow
93 Espace(s) surnuméraire(s) à supprimer. [[8:15]] => |ffdshow       |ffdshow video codecs| <|>         => suggestions :  
93 Mot inconnu : ffdshow [[16:23]] => |ffdshow       |ffdshow video codecs| <|> ffdshow
93 Mot inconnu : video [[24:29]] => |ffdshow       |ffdshow video codecs| <|> video
94 Espace(s) surnuméraire(s) à supprimer. [[8:15]] => |firefox       |Navigateur web Firefox| <|>         => suggestions :  

95 Mot inconnu : fm20 [[1:5]] => |fm20          |MS Forms 2.0 Object Library| <|> fm20
95 Espace(s) surnuméraire(s) à supprimer. [[5:15]] => |fm20          |MS Forms 2.0 Object Library| <|>            => suggestions :  
95 Mot inconnu : Forms [[19:24]] => |fm20          |MS Forms 2.0 Object Library| <|> forms
95 Mot inconnu : Object [[29:35]] => |fm20          |MS Forms 2.0 Object Library| <|> object
95 Mot inconnu : Library [[36:43]] => |fm20          |MS Forms 2.0 Object Library| <|> library

96 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |flash         |Adobe Flash Player ActiveX et greffons firefox| <|>           => suggestions :  
96 Mot inconnu : Player [[28:34]] => |flash         |Adobe Flash Player ActiveX et greffons firefox| <|> player
96 Mot inconnu : ActiveX [[35:42]] => |flash         |Adobe Flash Player ActiveX et greffons firefox| <|> activex

97 Mot inconnu : fontfix [[1:8]] => |fontfix       |Fixe certaines polices qui peuvent faire planter certaines applications (ex. .net).| <|> fontfix
97 Espace(s) surnuméraire(s) à supprimer. [[8:15]] => |fontfix       |Fixe certaines polices qui peuvent faire planter certaines applications (ex. .net).| <|>         => suggestions :  
97 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). [[92:94]] => |fontfix       |Fixe certaines polices qui peuvent faire planter certaines applications (ex. .net).| <|>  . => suggestions : .. 

98 Mot inconnu : fontsmooth-bgr [[1:15]] => |fontsmooth-bgr|Active le lissage sous-pixel pour les écrans ACL BGR| <|> fontsmooth-bgr
98 Mot inconnu : ACL [[61:64]] => |fontsmooth-bgr|Active le lissage sous-pixel pour les écrans ACL BGR| <|> acl
98 Mot inconnu : BGR [[65:68]] => |fontsmooth-bgr|Active le lissage sous-pixel pour les écrans ACL BGR| <|> bgr

99 Mot inconnu : fontsmooth-disable [[1:19]] => |fontsmooth-disable|Désactive le lissage de polices| <|> fontsmooth-disable

100 Mot inconnu : fontsmooth-gray [[1:16]] => |fontsmooth-gray|Active le lissage de polices en gamme de gris| <|> fontsmooth-gray

101 Mot inconnu : fontsmooth-rgb [[1:15]] => |fontsmooth-rgb|Active le lissage sous-pixel pour les écrans ACL RGB| <|> fontsmooth-rgb
101 Mot inconnu : ACL [[61:64]] => |fontsmooth-rgb|Active le lissage sous-pixel pour les écrans ACL RGB| <|> acl
101 Mot inconnu : RGB [[65:68]] => |fontsmooth-rgb|Active le lissage sous-pixel pour les écrans ACL RGB| <|> rgb

102 Mot inconnu : gdiplus [[1:8]] => |gdiplus       |MS gdiplus.dll (de powerpoint viewer)| <|> gdiplus
102 Espace(s) surnuméraire(s) à supprimer. [[8:15]] => |gdiplus       |MS gdiplus.dll (de powerpoint viewer)| <|>         => suggestions :  
102 Mot inconnu : gdiplus [[19:26]] => |gdiplus       |MS gdiplus.dll (de powerpoint viewer)| <|> gdiplus
102 Mot inconnu : powerpoint [[35:45]] => |gdiplus       |MS gdiplus.dll (de powerpoint viewer)| <|> powerpoint
102 Mot inconnu : viewer [[46:52]] => |gdiplus       |MS gdiplus.dll (de powerpoint viewer)| <|> viewer

103 Mot inconnu : gecko-dbg [[1:10]] => |gecko-dbg     |Moteur de rendu HTML (Mozilla) avec symboles de déboguage| <|> gecko-dbg
103 Espace(s) surnuméraire(s) à supprimer. [[10:15]] => |gecko-dbg     |Moteur de rendu HTML (Mozilla) avec symboles de déboguage| <|>       => suggestions :  
103 Mot inconnu : déboguage [[64:73]] => |gecko-dbg     |Moteur de rendu HTML (Mozilla) avec symboles de déboguage| <|> déboguage

104 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |gecko         |Moteur de rendu HTML (Mozilla)| <|>           => suggestions :  

105 Mot inconnu : hosts [[1:6]] => |hosts         |Ajoute des fichiers vides C:\windows\system32\drivers\etc\{hosts,services}| <|> hosts
105 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |hosts         |Ajoute des fichiers vides C:\windows\system32\drivers\etc\{hosts,services}| <|>           => suggestions :  
105 Mot inconnu : hosts [[75:80]] => |hosts         |Ajoute des fichiers vides C:\windows\system32\drivers\etc\{hosts,services}| <|> hosts
105 Il manque un espace. [[81:89]] => |hosts         |Ajoute des fichiers vides C:\windows\system32\drivers\etc\{hosts,services}| <|> services => suggestions :  services

106 Mot inconnu : ie6 [[1:4]] => |ie6           |Microsoft Internet Explorer 6.0| <|> ie6
106 Espace(s) surnuméraire(s) à supprimer. [[4:15]] => |ie6           |Microsoft Internet Explorer 6.0| <|>             => suggestions :  

107 Mot inconnu : ie7 [[1:4]] => |ie7           |Microsoft Internet Explorer 7.0| <|> ie7
107 Espace(s) surnuméraire(s) à supprimer. [[4:15]] => |ie7           |Microsoft Internet Explorer 7.0| <|>             => suggestions :  

108 Mot inconnu : jet40 [[1:6]] => |jet40         |MS Jet 4.0 Service Pack 8| <|> jet40
108 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |jet40         |MS Jet 4.0 Service Pack 8| <|>           => suggestions :  
109 Espace(s) surnuméraire(s) à supprimer. [[4:15]] => |kde           |Installateur KDE pour Windows| <|>             => suggestions :  

110 Mot inconnu : liberation [[1:11]] => |liberation    |Red Hat Liberation fonts (Sans, Serif, Mono)| <|> liberation
110 Espace(s) surnuméraire(s) à supprimer. [[11:15]] => |liberation    |Red Hat Liberation fonts (Sans, Serif, Mono)| <|>      => suggestions :  
110 Mot inconnu : Red [[16:19]] => |liberation    |Red Hat Liberation fonts (Sans, Serif, Mono)| <|> red
110 Mot inconnu : Hat [[20:23]] => |liberation    |Red Hat Liberation fonts (Sans, Serif, Mono)| <|> hat
110 Mot inconnu : Liberation [[24:34]] => |liberation    |Red Hat Liberation fonts (Sans, Serif, Mono)| <|> liberation

111 Mot inconnu : mdac25 [[1:7]] => |mdac25        |MS MDAC 2.5: Pilotes Microsoft ODBC , etc.| <|> mdac25
111 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mdac25        |MS MDAC 2.5: Pilotes Microsoft ODBC , etc.| <|>          => suggestions :  
111 Mot inconnu : MDAC [[19:23]] => |mdac25        |MS MDAC 2.5: Pilotes Microsoft ODBC , etc.| <|> mdac
111 Mot inconnu : ODBC [[47:51]] => |mdac25        |MS MDAC 2.5: Pilotes Microsoft ODBC , etc.| <|> odbc
111 Pas d’espace avant une virgule. [[51:53]] => |mdac25        |MS MDAC 2.5: Pilotes Microsoft ODBC , etc.| <|>  , => suggestions : ,

112 Mot inconnu : mdac27 [[1:7]] => |mdac27        |MS MDAC 2.7| <|> mdac27
112 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mdac27        |MS MDAC 2.7| <|>          => suggestions :  
112 Mot inconnu : MDAC [[19:23]] => |mdac27        |MS MDAC 2.7| <|> mdac

113 Mot inconnu : mdac28 [[1:7]] => |mdac28        |MS MDAC 2.8| <|> mdac28
113 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mdac28        |MS MDAC 2.8| <|>          => suggestions :  
113 Mot inconnu : MDAC [[19:23]] => |mdac28        |MS MDAC 2.8| <|> mdac

114 Mot inconnu : mfc40 [[1:6]] => |mfc40         |MS mfc40 (Microsoft Foundation Classes from Visual C++ 4)| <|> mfc40
114 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |mfc40         |MS mfc40 (Microsoft Foundation Classes from Visual C++ 4)| <|>           => suggestions :  
114 Mot inconnu : mfc40 [[19:24]] => |mfc40         |MS mfc40 (Microsoft Foundation Classes from Visual C++ 4)| <|> mfc40
114 Mot inconnu : Foundation [[36:46]] => |mfc40         |MS mfc40 (Microsoft Foundation Classes from Visual C++ 4)| <|> foundation
114 Mot inconnu : from [[55:59]] => |mfc40         |MS mfc40 (Microsoft Foundation Classes from Visual C++ 4)| <|> from

115 Mot inconnu : mfc42 [[1:6]] => |mfc42         |MS mfc42 (voir vcrun6 ci-dessous)| <|> mfc42
115 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |mfc42         |MS mfc42 (voir vcrun6 ci-dessous)| <|>           => suggestions :  
115 Mot inconnu : mfc42 [[19:24]] => |mfc42         |MS mfc42 (voir vcrun6 ci-dessous)| <|> mfc42
115 Mot inconnu : vcrun6 [[31:37]] => |mfc42         |MS mfc42 (voir vcrun6 ci-dessous)| <|> vcrun6

116 Mot inconnu : mingw-gdb [[1:10]] => |mingw-gdb     |GDB pour MinGW| <|> mingw-gdb
116 Espace(s) surnuméraire(s) à supprimer. [[10:15]] => |mingw-gdb     |GDB pour MinGW| <|>       => suggestions :  
116 Mot inconnu : GDB [[16:19]] => |mingw-gdb     |GDB pour MinGW| <|> gdb
116 Mot inconnu : MinGW [[25:30]] => |mingw-gdb     |GDB pour MinGW| <|> mingw

117 Mot inconnu : mingw [[1:6]] => |mingw         |Minimalist GNU pour WIndows, incluant GCC pour Windows| <|> mingw
117 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |mingw         |Minimalist GNU pour WIndows, incluant GCC pour Windows| <|>           => suggestions :  
117 Mot inconnu : Minimalist [[16:26]] => |mingw         |Minimalist GNU pour WIndows, incluant GCC pour Windows| <|> minimalist

118 Mot inconnu : mono20 [[1:7]] => |mono20        |mono-2.0.1| <|> mono20
118 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mono20        |mono-2.0.1| <|>          => suggestions :  

119 Mot inconnu : mono22 [[1:7]] => |mono22        |mono-2.2| <|> mono22
119 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mono22        |mono-2.2| <|>          => suggestions :  

120 Mot inconnu : mono24 [[1:7]] => |mono24        |mono-2.4| <|> mono24
120 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mono24        |mono-2.4| <|>          => suggestions :  

121 Mot inconnu : mono26 [[1:7]] => |mono26        |mono-2.6| <|> mono26
121 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |mono26        |mono-2.6| <|>          => suggestions :  

122 Mot inconnu : mozillabuild [[1:13]] => |mozillabuild  |Mozilla build environment| <|> mozillabuild
122 Espace(s) surnuméraire(s) à supprimer. [[13:15]] => |mozillabuild  |Mozilla build environment| <|>    => suggestions :  
122 Mot inconnu : environment [[30:41]] => |mozillabuild  |Mozilla build environment| <|> environment

123 Mot inconnu : mshflxgd [[1:9]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|> mshflxgd
123 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|>        => suggestions :  
123 Mot inconnu : Hierarchical [[19:31]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|> hierarchical
123 Mot inconnu : Flex [[32:36]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|> flex
123 Mot inconnu : Grid [[37:41]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|> grid
123 Mot inconnu : Control [[42:49]] => |mshflxgd      |MS Hierarchical Flex Grid Control| <|> control

124 Mot inconnu : msi2 [[1:5]] => |msi2          |MS Installer 2.0| <|> msi2
124 Espace(s) surnuméraire(s) à supprimer. [[5:15]] => |msi2          |MS Installer 2.0| <|>            => suggestions :  

125 Mot inconnu : msls31 [[1:7]] => |msls31        |MS Line Services 3.1 (requis nativement par riched?)| <|> msls31
125 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |msls31        |MS Line Services 3.1 (requis nativement par riched?)| <|>          => suggestions :  
125 Mot inconnu : riched [[60:66]] => |msls31        |MS Line Services 3.1 (requis nativement par riched?)| <|> riched

126 Mot inconnu : msmask [[1:7]] => |msmask        |MS Mask Edit Control| <|> msmask
126 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |msmask        |MS Mask Edit Control| <|>          => suggestions :  
126 Mot inconnu : Mask [[19:23]] => |msmask        |MS Mask Edit Control| <|> mask
126 Mot inconnu : Edit [[24:28]] => |msmask        |MS Mask Edit Control| <|> edit
126 Mot inconnu : Control [[29:36]] => |msmask        |MS Mask Edit Control| <|> control

127 Mot inconnu : mspaint [[1:8]] => |mspaint       |MS Paint| <|> mspaint
127 Espace(s) surnuméraire(s) à supprimer. [[8:15]] => |mspaint       |MS Paint| <|>         => suggestions :  
127 Mot inconnu : Paint [[19:24]] => |mspaint       |MS Paint| <|> paint

128 Mot inconnu : msscript [[1:9]] => |msscript      |MS Script Control| <|> msscript
128 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |msscript      |MS Script Control| <|>        => suggestions :  
128 Mot inconnu : Control [[26:33]] => |msscript      |MS Script Control| <|> control

129 Mot inconnu : msxml3 [[1:7]] => |msxml3        |MS XML version 3| <|> msxml3
129 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |msxml3        |MS XML version 3| <|>          => suggestions :  

130 Mot inconnu : msxml4 [[1:7]] => |msxml4        |MS XML version 4| <|> msxml4
130 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |msxml4        |MS XML version 4| <|>          => suggestions :  

131 Mot inconnu : msxml6 [[1:7]] => |msxml6        |MS XML version 6| <|> msxml6
131 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |msxml6        |MS XML version 6| <|>          => suggestions :  
132 Espace(s) surnuméraire(s) à supprimer. [[4:15]] => |ogg           |ogg filters/codecs: flac, theora, speex, vorbis, schroedinger| <|>             => suggestions :  
132 Mot inconnu : filters [[20:27]] => |ogg           |ogg filters/codecs: flac, theora, speex, vorbis, schroedinger| <|> filters
132 Mot inconnu : theora [[42:48]] => |ogg           |ogg filters/codecs: flac, theora, speex, vorbis, schroedinger| <|> theora
132 Mot inconnu : speex [[50:55]] => |ogg           |ogg filters/codecs: flac, theora, speex, vorbis, schroedinger| <|> speex
132 Mot inconnu : schroedinger [[65:77]] => |ogg           |ogg filters/codecs: flac, theora, speex, vorbis, schroedinger| <|> schroedinger

133 Mot inconnu : ole2 [[1:5]] => |ole2          |MS 16 bit OLE| <|> ole2
133 Espace(s) surnuméraire(s) à supprimer. [[5:15]] => |ole2          |MS 16 bit OLE| <|>            => suggestions :  
133 Si “bit” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. [[19:25]] => |ole2          |MS 16 bit OLE| <|> 16 bit => suggestions : 16 bit
133 Mot inconnu : OLE [[26:29]] => |ole2          |MS 16 bit OLE| <|> ole

134 Mot inconnu : openwatcom [[1:11]] => |openwatcom    |Compilateur Open Watcom C/C++ (peut compiler du code win16)| <|> openwatcom
134 Espace(s) surnuméraire(s) à supprimer. [[11:15]] => |openwatcom    |Compilateur Open Watcom C/C++ (peut compiler du code win16)| <|>      => suggestions :  
134 Mot inconnu : Watcom [[33:39]] => |openwatcom    |Compilateur Open Watcom C/C++ (peut compiler du code win16)| <|> watcom
134 Mot inconnu : win16 [[69:74]] => |openwatcom    |Compilateur Open Watcom C/C++ (peut compiler du code win16)| <|> win16

135 Mot inconnu : pdh [[1:4]] => |pdh           |MS pdh.dll (Performance Data Helper)| <|> pdh
135 Espace(s) surnuméraire(s) à supprimer. [[4:15]] => |pdh           |MS pdh.dll (Performance Data Helper)| <|>             => suggestions :  
135 Mot inconnu : pdh [[19:22]] => |pdh           |MS pdh.dll (Performance Data Helper)| <|> pdh
135 Mot inconnu : Helper [[45:51]] => |pdh           |MS pdh.dll (Performance Data Helper)| <|> helper

136 Mot inconnu : physx [[1:6]] => |physx         |NVIDIA/AGEIA PhysX runtime| <|> physx
136 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |physx         |NVIDIA/AGEIA PhysX runtime| <|>           => suggestions :  
136 Mot inconnu : AGEIA [[23:28]] => |physx         |NVIDIA/AGEIA PhysX runtime| <|> ageia
136 Mot inconnu : PhysX [[29:34]] => |physx         |NVIDIA/AGEIA PhysX runtime| <|> physx
136 Mot inconnu : runtime [[35:42]] => |physx         |NVIDIA/AGEIA PhysX runtime| <|> runtime

137 Mot inconnu : psdk2003 [[1:9]] => |psdk2003      |MS Platform SDK 2003| <|> psdk2003
137 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |psdk2003      |MS Platform SDK 2003| <|>        => suggestions :  
137 Mot inconnu : Platform [[19:27]] => |psdk2003      |MS Platform SDK 2003| <|> platform

138 Mot inconnu : psdkvista [[1:10]] => |psdkvista     |MS Vista SDK (ne s'installe pas pour l'instant| <|> psdkvista
138 Espace(s) surnuméraire(s) à supprimer. [[10:15]] => |psdkvista     |MS Vista SDK (ne s'installe pas pour l'instant| <|>       => suggestions :  

139 Mot inconnu : psdkwin7 [[1:9]] => |psdkwin7      |MS Windows 7 SDK (l'installation des entêtes et du compilateur C++ fonctionne)| <|> psdkwin7
139 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |psdkwin7      |MS Windows 7 SDK (l'installation des entêtes et du compilateur C++ fonctionne)| <|>        => suggestions :  

140 Mot inconnu : python26 [[1:9]] => |python26      |Python 2.6.2 (et pywin32)| <|> python26
140 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |python26      |Python 2.6.2 (et pywin32)| <|>        => suggestions :  
140 Mot inconnu : pywin32 [[33:40]] => |python26      |Python 2.6.2 (et pywin32)| <|> pywin32

141 Mot inconnu : python-comtypes [[1:16]] => |python-comtypes|Paquet Python 0.6.1-1 comtypes| <|> python-comtypes
141 Mot inconnu : comtypes [[39:47]] => |python-comtypes|Paquet Python 0.6.1-1 comtypes| <|> comtypes

142 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |quartz        |quartz.dll ((from DirectX 9 user redistributable)| <|>          => suggestions :  
142 Mot inconnu : from [[29:33]] => |quartz        |quartz.dll ((from DirectX 9 user redistributable)| <|> from
142 Mot inconnu : redistributable [[49:64]] => |quartz        |quartz.dll ((from DirectX 9 user redistributable)| <|> redistributable

143 Mot inconnu : quicktime72 [[1:12]] => |quicktime72   |Apple Quicktime 7.2| <|> quicktime72
143 Espace(s) surnuméraire(s) à supprimer. [[12:15]] => |quicktime72   |Apple Quicktime 7.2| <|>     => suggestions :  
143 Mot inconnu : Quicktime [[22:31]] => |quicktime72   |Apple Quicktime 7.2| <|> quicktime

144 Mot inconnu : riched20 [[1:9]] => |riched20      |MS riched20 et riched32| <|> riched20
144 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |riched20      |MS riched20 et riched32| <|>        => suggestions :  
144 Mot inconnu : riched20 [[19:27]] => |riched20      |MS riched20 et riched32| <|> riched20
144 Mot inconnu : riched32 [[31:39]] => |riched20      |MS riched20 et riched32| <|> riched32

145 Mot inconnu : riched30 [[1:9]] => |riched30      |MS riched30| <|> riched30
145 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |riched30      |MS riched30| <|>        => suggestions :  
145 Mot inconnu : riched30 [[19:27]] => |riched30      |MS riched30| <|> riched30

146 Mot inconnu : shockwave [[1:10]] => |shockwave     |Adobe Shockwave Player| <|> shockwave
146 Espace(s) surnuméraire(s) à supprimer. [[10:15]] => |shockwave     |Adobe Shockwave Player| <|>       => suggestions :  
146 Mot inconnu : Shockwave [[22:31]] => |shockwave     |Adobe Shockwave Player| <|> shockwave
146 Mot inconnu : Player [[32:38]] => |shockwave     |Adobe Shockwave Player| <|> player
147 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |steam         |Application client Steam de Valve| <|>           => suggestions :  

148 Mot inconnu : tahoma [[1:7]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|> tahoma
148 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|>          => suggestions :  
148 Mot inconnu : Tahoma [[19:25]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|> tahoma
148 Mot inconnu : not [[32:35]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|> not
148 Mot inconnu : of [[41:43]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|> of
148 Mot inconnu : corefonts [[44:53]] => |tahoma        |MS Tahoma font (not part of corefonts)| <|> corefonts

149 Mot inconnu : urlmon [[1:7]] => |urlmon        |MS urlmon.dll| <|> urlmon
149 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |urlmon        |MS urlmon.dll| <|>          => suggestions :  
149 Mot inconnu : urlmon [[19:25]] => |urlmon        |MS urlmon.dll| <|> urlmon

150 Mot inconnu : usp10 [[1:6]] => |usp10         |MS usp10.dll (Uniscribe)| <|> usp10
150 Espace(s) surnuméraire(s) à supprimer. [[6:15]] => |usp10         |MS usp10.dll (Uniscribe)| <|>           => suggestions :  
150 Mot inconnu : usp10 [[19:24]] => |usp10         |MS usp10.dll (Uniscribe)| <|> usp10
150 Mot inconnu : Uniscribe [[30:39]] => |usp10         |MS usp10.dll (Uniscribe)| <|> uniscribe

151 Mot inconnu : utorrent [[1:9]] => |utorrent      |uTorrent| <|> utorrent
151 Espace(s) surnuméraire(s) à supprimer. [[9:15]] => |utorrent      |uTorrent| <|>        => suggestions :  
151 Mot inconnu : uTorrent [[16:24]] => |utorrent      |uTorrent| <|> utorrent

152 Mot inconnu : vb2run [[1:7]] => |vb2run        |MS Visual Basic 2 runtime| <|> vb2run
152 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vb2run        |MS Visual Basic 2 runtime| <|>          => suggestions :  
152 Mot inconnu : runtime [[34:41]] => |vb2run        |MS Visual Basic 2 runtime| <|> runtime

153 Mot inconnu : vb3run [[1:7]] => |vb3run        |MS Visual Basic 3 runtime| <|> vb3run
153 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vb3run        |MS Visual Basic 3 runtime| <|>          => suggestions :  
153 Mot inconnu : runtime [[34:41]] => |vb3run        |MS Visual Basic 3 runtime| <|> runtime

154 Mot inconnu : vb4run [[1:7]] => |vb4run        |MS Visual Basic 4 runtime| <|> vb4run
154 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vb4run        |MS Visual Basic 4 runtime| <|>          => suggestions :  
154 Mot inconnu : runtime [[34:41]] => |vb4run        |MS Visual Basic 4 runtime| <|> runtime

155 Mot inconnu : vb5run [[1:7]] => |vb5run        |MS Visual Basic 5 runtime| <|> vb5run
155 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vb5run        |MS Visual Basic 5 runtime| <|>          => suggestions :  
155 Mot inconnu : runtime [[34:41]] => |vb5run        |MS Visual Basic 5 runtime| <|> runtime

156 Mot inconnu : vb6run [[1:7]] => |vb6run        |MS Visual Basic 6 Service Pack 6 runtime| <|> vb6run
156 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vb6run        |MS Visual Basic 6 Service Pack 6 runtime| <|>          => suggestions :  
156 Accord de nombre erroné avec « 6 » : « Service » devrait être au pluriel. [[34:41]] => |vb6run        |MS Visual Basic 6 Service Pack 6 runtime| <|> service => suggestions : Services
156 Mot inconnu : runtime [[49:56]] => |vb6run        |MS Visual Basic 6 Service Pack 6 runtime| <|> runtime

157 Mot inconnu : vcrun6 [[1:7]] => |vcrun6        |MS Visual C++ 6 sp4 libraries (mfc42, msvcp60, msvcrt)| <|> vcrun6
157 Espace(s) surnuméraire(s) à supprimer. [[7:15]] => |vcrun6        |MS Visual C++ 6 sp4 libraries (mfc42, msvcp60, msvcrt)| <|>          => suggestions :  
157 Si “sp4” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. [[30:35]] => |vcrun6        |MS Visual C++ 6 sp4 libraries (mfc42, msvcp60, msvcrt)| <|> 6 sp4 => suggestions : 6 sp4
