98 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 52 - Saint-Dizier Robinson | LFSI |
98 Mot inconnu : LFSI => | 52 - Saint-Dizier Robinson | LFSI |

99 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 54 - Nancy Essey | LFSN |
99 Mot inconnu : Essey => | 54 - Nancy Essey | LFSN |
99 Mot inconnu : LFSN => | 54 - Nancy Essey | LFSN |

100 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 54 - Nancy Ochey | LFSO |
100 Mot inconnu : Ochey => | 54 - Nancy Ochey | LFSO |
100 Mot inconnu : LFSO => | 54 - Nancy Ochey | LFSO |

101 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 56 - Lorient Lann Bihoue | LFRH |
101 Mot inconnu : Lann => | 56 - Lorient Lann Bihoue | LFRH |
101 Mot inconnu : Bihoue => | 56 - Lorient Lann Bihoue | LFRH |
101 Mot inconnu : LFRH => | 56 - Lorient Lann Bihoue | LFRH |

102 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 57 - Metz-Nancy-Lorraine | LFJL |
102 Mot inconnu : LFJL => | 57 - Metz-Nancy-Lorraine | LFJL |

103 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 58 - Nevers Fourchambault | LFQG |
103 Mot inconnu : Fourchambault => | 58 - Nevers Fourchambault | LFQG |
103 Mot inconnu : LFQG => | 58 - Nevers Fourchambault | LFQG |

104 Mot inconnu : Lesquin => | 59 – Lille Lesquin | LFQQ |
104 Mot inconnu : LFQQ => | 59 – Lille Lesquin | LFQQ |

105 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 60 - Beauvais Tillé | LFOB |
105 Mot inconnu : LFOB => | 60 - Beauvais Tillé | LFOB |

106 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 60 - Creil (base aérienne) | LFPC |
106 Mot inconnu : LFPC => | 60 - Creil (base aérienne) | LFPC |

107 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 61 - Alençon Valframbert | LFOF |
107 Mot inconnu : Valframbert => | 61 - Alençon Valframbert | LFOF |
107 Mot inconnu : LFOF => | 61 - Alençon Valframbert | LFOF |

108 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 62 - Le Touquet / Côte d'Opale | LFAT |
108 Mot inconnu : Touquet => | 62 - Le Touquet / Côte d'Opale | LFAT |
108 Mot inconnu : LFAT => | 62 - Le Touquet / Côte d'Opale | LFAT |

109 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 63 - Clermont Ferrand Aulnat | LFLC |
109 Mot inconnu : Clermont => | 63 - Clermont Ferrand Aulnat | LFLC |
109 Ville de Clermont-Ferrand. => | 63 - Clermont Ferrand Aulnat | LFLC |
109 Mot inconnu : Ferrand => | 63 - Clermont Ferrand Aulnat | LFLC |
109 Mot inconnu : Aulnat => | 63 - Clermont Ferrand Aulnat | LFLC |
109 Mot inconnu : LFLC => | 63 - Clermont Ferrand Aulnat | LFLC |

110 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 64 - Biarritz Anglet | LFBZ |
110 Mot inconnu : LFBZ => | 64 - Biarritz Anglet | LFBZ |

111 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 64 - Pau Pont-Long-Uzein | LFBP |
111 Mot inconnu : Pont-Long-Uzein => | 64 - Pau Pont-Long-Uzein | LFBP |
111 Mot inconnu : LFBP => | 64 - Pau Pont-Long-Uzein | LFBP |

112 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 65 - Tarbes Ossun | LFBT |
112 Mot inconnu : Ossun => | 65 - Tarbes Ossun | LFBT |
112 Mot inconnu : LFBT => | 65 - Tarbes Ossun | LFBT |

113 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 66 - Perpignan Rivesalte | LFMP |
113 Mot inconnu : Rivesalte => | 66 - Perpignan Rivesalte | LFMP |
113 Mot inconnu : LFMP => | 66 - Perpignan Rivesalte | LFMP |

114 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 67 - Strasbourg Entzheim | LFST |
114 Mot inconnu : LFST => | 67 - Strasbourg Entzheim | LFST |

115 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 68 - Bâle Mulhouse | LFSB |
115 Mot inconnu : LFSB => | 68 - Bâle Mulhouse | LFSB |

116 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 69 - Lyon Bron | LFLY |
116 Mot inconnu : LFLY => | 69 - Lyon Bron | LFLY |

117 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 69 - Lyon St Exupéry | LFLL |
117 Il manque un trait d’union s’il s’agit d’une église, d’une cité, d’une communauté, d’un lieu… S’il s’agit d’une personne, écrivez “saint” ou “sainte” sans majuscule, sans trait d’union. => | 69 - Lyon St Exupéry | LFLL |
117 Mot inconnu : Exupéry => | 69 - Lyon St Exupéry | LFLL |
117 Mot inconnu : LFLL => | 69 - Lyon St Exupéry | LFLL |

118 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 70 - Luxeuil St Sauveur | LFSX |
118 Mot inconnu : Luxeuil => | 70 - Luxeuil St Sauveur | LFSX |
118 Il manque un trait d’union s’il s’agit d’une église, d’une cité, d’une communauté, d’un lieu… S’il s’agit d’une personne, écrivez “saint” ou “sainte” sans majuscule, sans trait d’union. => | 70 - Luxeuil St Sauveur | LFSX |
118 Mot inconnu : LFSX => | 70 - Luxeuil St Sauveur | LFSX |

119 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 71 - Macon Charnay | LFLM |
119 Mot inconnu : Macon => | 71 - Macon Charnay | LFLM |
119 Mot inconnu : Charnay => | 71 - Macon Charnay | LFLM |
119 Mot inconnu : LFLM => | 71 - Macon Charnay | LFLM |

120 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 71 - Saint Yan | LFLN |
120 Mot inconnu : Yan => | 71 - Saint Yan | LFLN |
120 Mot inconnu : LFLN => | 71 - Saint Yan | LFLN |

121 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 72 - Le Mans Arnage | LFRM |
121 Mot inconnu : Arnage => | 72 - Le Mans Arnage | LFRM |
121 Mot inconnu : LFRM => | 72 - Le Mans Arnage | LFRM |

122 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 73 - Chambéry Aix les Bains | LFLB |
122 Mot inconnu : LFLB => | 73 - Chambéry Aix les Bains | LFLB |

123 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 74 - Annecy Meythet | LFLP |
123 Mot inconnu : Meythet => | 74 - Annecy Meythet | LFLP |
123 Mot inconnu : LFLP => | 74 - Annecy Meythet | LFLP |

124 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 76 - Le Havre-Octeville | LFOH |
124 Mot inconnu : LFOH => | 76 - Le Havre-Octeville | LFOH |

125 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 76 - Rouen Boos | LFOP |
125 Mot inconnu : Boos => | 76 - Rouen Boos | LFOP |
125 Mot inconnu : LFOP => | 76 - Rouen Boos | LFOP |

126 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 77 - Melun Villaroche | LFPM |
126 Mot inconnu : Villaroche => | 77 - Melun Villaroche | LFPM |
126 Mot inconnu : LFPM => | 77 - Melun Villaroche | LFPM |

127 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 78 - Toussus Le Noble | LFPN |
127 Mot inconnu : Toussus => | 78 - Toussus Le Noble | LFPN |
127 Mot inconnu : LFPN => | 78 - Toussus Le Noble | LFPN |

128 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 79 - Niort Souche | LFBN |
128 Mot inconnu : LFBN => | 79 - Niort Souche | LFBN |

129 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 80 - Abbeville | LFOI |
129 Mot inconnu : LFOI => | 80 - Abbeville | LFOI |

130 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 80 - Albert Bray | LFAQ |
130 Mot inconnu : LFAQ => | 80 - Albert Bray | LFAQ |

131 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 81 - Albi Le Sequestre | LFCI |
131 Mot inconnu : Sequestre => | 81 - Albi Le Sequestre | LFCI |
131 Mot inconnu : LFCI => | 81 - Albi Le Sequestre | LFCI |

132 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 82 - Montauban  Lamothe-Capdeville | LFDB |
132 Espace(s) surnuméraire(s) à supprimer. => | 82 - Montauban  Lamothe-Capdeville | LFDB |
132 Mot inconnu : Lamothe-Capdeville => | 82 - Montauban  Lamothe-Capdeville | LFDB |
132 Mot inconnu : LFDB => | 82 - Montauban  Lamothe-Capdeville | LFDB |

133 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 83 - Hyeres Le Palivestre | LFTH |
133 Mot inconnu : Hyeres => | 83 - Hyeres Le Palivestre | LFTH |
133 Mot inconnu : Palivestre => | 83 - Hyeres Le Palivestre | LFTH |
133 Mot inconnu : LFTH => | 83 - Hyeres Le Palivestre | LFTH |

134 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 83 - Le Luc Le Cannet | LFMC |
134 Mot inconnu : LFMC => | 83 - Le Luc Le Cannet | LFMC |

135 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 84 - Avignon | LFMV |
135 Mot inconnu : LFMV => | 84 - Avignon | LFMV |

136 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 84 - Orange Caritat | LFMO |
136 Mot inconnu : Caritat => | 84 - Orange Caritat | LFMO |
136 Mot inconnu : LFMO => | 84 - Orange Caritat | LFMO |

137 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 85 - La Roche sur Yon Les Ajoncs | LFRI |
137 Mot inconnu : Yon => | 85 - La Roche sur Yon Les Ajoncs | LFRI |
137 Mot inconnu : LFRI => | 85 - La Roche sur Yon Les Ajoncs | LFRI |

138 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 86 - Poitiers Biard | LFBI |
138 Mot inconnu : Biard => | 86 - Poitiers Biard | LFBI |
138 Mot inconnu : LFBI => | 86 - Poitiers Biard | LFBI |

139 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 87 - Limoges Bellegarde | LFBL |
139 Mot inconnu : Bellegarde => | 87 - Limoges Bellegarde | LFBL |
139 Mot inconnu : LFBL => | 87 - Limoges Bellegarde | LFBL |

140 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 91 - Paris Orly | LFPO |
140 Mot inconnu : LFPO => | 91 - Paris Orly | LFPO |

141 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 93 - Paris Le Bourget | LFPB |
141 Mot inconnu : LFPB => | 93 - Paris Le Bourget | LFPB |

142 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => | 95 - Paris Roissy CDG | LFPG |
142 Mot inconnu : CDG => | 95 - Paris Roissy CDG | LFPG |
142 Mot inconnu : LFPG => | 95 - Paris Roissy CDG | LFPG |

145 Il manque un espace avant la parenthèse. => Actuellement un bug((toujours présent au 24-08-2020)) génère une mauvaise configuration pour obtenir la météo, la solution //temporaire// est la suivante : 
145 Il manque un espace insécable. => Actuellement un bug((toujours présent au 24-08-2020)) génère une mauvaise configuration pour obtenir la météo, la solution //temporaire// est la suivante : 
145 Espace(s) en fin de ligne à supprimer. => Actuellement un bug((toujours présent au 24-08-2020)) génère une mauvaise configuration pour obtenir la météo, la solution //temporaire// est la suivante : 

146 Mot inconnu : __Après__ => __Après__ avoir configuré GKrellM classiquement, éditez le fichier **~/.gkrellm/user-config**, cherchez la ligne 
146 Mot inconnu : GKrellM => __Après__ avoir configuré GKrellM classiquement, éditez le fichier **~/.gkrellm/user-config**, cherchez la ligne 
146 Mot inconnu : gkrellm => __Après__ avoir configuré GKrellM classiquement, éditez le fichier **~/.gkrellm/user-config**, cherchez la ligne 
146 Espace(s) en fin de ligne à supprimer. => __Après__ avoir configuré GKrellM classiquement, éditez le fichier **~/.gkrellm/user-config**, cherchez la ligne 

148 Guillemets typographiques ouvrants. => ''gkrellweather command /usr/local/share/gkrellm/GrabWeather VOTRE_STATION_ID''
148 Mot inconnu : gkrellweather => ''gkrellweather command /usr/local/share/gkrellm/GrabWeather VOTRE_STATION_ID''
148 Mot inconnu : command => ''gkrellweather command /usr/local/share/gkrellm/GrabWeather VOTRE_STATION_ID''
148 Mot inconnu : VOTRE_STATION_ID => ''gkrellweather command /usr/local/share/gkrellm/GrabWeather VOTRE_STATION_ID''
148 Guillemets typographiques fermants. => ''gkrellweather command /usr/local/share/gkrellm/GrabWeather VOTRE_STATION_ID''

150 Espace(s) en fin de ligne à supprimer. => et remplacez-la par 

152 Guillemets typographiques ouvrants. => ''gkrellweather command /usr/share/gkrellm/GrabWeather VOTRE_STATION_ID''
152 Mot inconnu : gkrellweather => ''gkrellweather command /usr/share/gkrellm/GrabWeather VOTRE_STATION_ID''
152 Mot inconnu : command => ''gkrellweather command /usr/share/gkrellm/GrabWeather VOTRE_STATION_ID''
152 Mot inconnu : VOTRE_STATION_ID => ''gkrellweather command /usr/share/gkrellm/GrabWeather VOTRE_STATION_ID''
152 Guillemets typographiques fermants. => ''gkrellweather command /usr/share/gkrellm/GrabWeather VOTRE_STATION_ID''

154 Mot inconnu : gkrellweather => Au bout de temps que vous avez configuré (''gkrellweather update_interval''), la météo devrait s'afficher.
154 Mot inconnu : update_interval => Au bout de temps que vous avez configuré (''gkrellweather update_interval''), la météo devrait s'afficher.
154 Guillemets typographiques fermants. => Au bout de temps que vous avez configuré (''gkrellweather update_interval''), la météo devrait s'afficher.

156 Une de ces ponctuations est superflue. => :!: Il faudra refaire cette manipulation à chaque changement effectué à la configuration de GKreelM.
156 Mot inconnu : GKreelM => :!: Il faudra refaire cette manipulation à chaque changement effectué à la configuration de GKreelM.

160 Mot inconnu : Gkrellm => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 Mot inconnu : Gkrellm => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 Mot inconnu : tar => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 Mot inconnu : gz => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 Il manque un espace insécable. => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 
160 Espace(s) en fin de ligne à supprimer. => Gkrellm peut être personnalisé via l'installation de thèmes graphiques. Le site http://www.muhri.net comporte une sélection de plus de 190 thèmes pour Gkrellm. Téléchargez un thème au format .tar.gz et installez-le de la manière suivante: 

162 Mot inconnu : tar => <code>tar xvzf nom_du_thème.tar.gz -C ~/.gkrellm2/themes </code>
162 Mot inconnu : xvzf => <code>tar xvzf nom_du_thème.tar.gz -C ~/.gkrellm2/themes </code>
162 Mot inconnu : gkrellm2 => <code>tar xvzf nom_du_thème.tar.gz -C ~/.gkrellm2/themes </code>
162 Mot inconnu : themes => <code>tar xvzf nom_du_thème.tar.gz -C ~/.gkrellm2/themes </code>

164 Mot inconnu : Gkrellm => Ensuite, faites un clic droit sur la partie supérieure de Gkrellm et faites défiler les diverses variétés de thèmes disponibles via les boutons précédent et suivant du menu Thème.

168 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://www.gkrellm.net/|Site officiel de GKrellm]]
168 Mot inconnu : GKrellm =>   * **(en)** [[http://www.gkrellm.net/|Site officiel de GKrellm]]

169 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://www.muhri.net|Thèmes pour GKrellm]] . Le site n'a pas plus été mis à jour depuis 2004 mais contient près de 200 thèmes.
169 Mot inconnu : GKrellm =>   * **(en)** [[http://www.muhri.net|Thèmes pour GKrellm]] . Le site n'a pas plus été mis à jour depuis 2004 mais contient près de 200 thèmes.
169 Pas d’espace avant un point. =>   * **(en)** [[http://www.muhri.net|Thèmes pour GKrellm]] . Le site n'a pas plus été mis à jour depuis 2004 mais contient près de 200 thèmes.

173 Il manque un espace insécable. => //Contributeurs : ...//
173 Typographie : points de suspension. Utilisez le caractère dédié. => //Contributeurs : ...//
