1 Mot inconnu : Responsive => ====== Chantier Responsive Design ====== | responsive

3 Mot inconnu : template => Cette page vise à aborder plus spécifiquement les problématiques et les avancées qui ont été réalisées dans le but de migrer la documentation vers un template responsive. C'est à dire, pour les lecteurs non familiers de ce mot, que l'on souhaite que la manière dont la doc s'affiche s'adapte automatiquement en fonction de la taille de l'écran du lecteur, qu'il s'agisse d'un écran d'ordinateur extra large ou d'un téléphone portable. | template
3 Mot inconnu : responsive => Cette page vise à aborder plus spécifiquement les problématiques et les avancées qui ont été réalisées dans le but de migrer la documentation vers un template responsive. C'est à dire, pour les lecteurs non familiers de ce mot, que l'on souhaite que la manière dont la doc s'affiche s'adapte automatiquement en fonction de la taille de l'écran du lecteur, qu'il s'agisse d'un écran d'ordinateur extra large ou d'un téléphone portable. | responsive
3 Il manque les traits d’union. => Cette page vise à aborder plus spécifiquement les problématiques et les avancées qui ont été réalisées dans le but de migrer la documentation vers un template responsive. C'est à dire, pour les lecteurs non familiers de ce mot, que l'on souhaite que la manière dont la doc s'affiche s'adapte automatiquement en fonction de la taille de l'écran du lecteur, qu'il s'agisse d'un écran d'ordinateur extra large ou d'un téléphone portable. | c'est à dire => suggestions : ['C’est-à-dire']

5 Mot inconnu : WYSIWYG => Ce chantier est un préalable obligé à la mise en place de certaines nouvelles fonctionnalités très demandées comme l'onglet discussion et le WYSIWYG. | wysiwyg

7 Accentuez les majuscules. => ===== Equipe ===== | equipe => suggestions : ['Équipe']
7 Mot inconnu : Equipe => ===== Equipe ===== | equipe
9 Espace(s) en fin de ligne à supprimer. => L'équipe qui se charge de mener la réflexion et de procéder à la migration est composée de tous ceux qui voudront bien la rejoindre. Les supports à privilégier sont:  |   => suggestions : ['']

17 Mot inconnu : template => Changer de template, c'est une chose, mais il reste ensuite à définir quel est le but que l'on veut atteindre, déterminer quels sont les éléments actuellement présents que l'on souhaite absolument conserver et ceux qui sont dispensables, arrêter les choix de couleur, etc. | template

19 Mot inconnu : ubuntu-fr => Les discussions qui ont eu lieu entre admins, en lien avec la coordination des sites ubuntu-fr, et avec les utilisateurs ont permis de dégager les critères suivants: | ubuntu-fr
40 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => <note>A propos de la disparition de la barre de menu de gauche: Cette évolution était nécessaire pour avoir un affichage correct sur les mobiles et par ce que cette barre de menue était conflictuelle avec certains plugins que nous souhaiterions intégrer (dont le plugin discussion). Néanmoins on n'a pas abandonné le sujet, il y a des réflexions qui sont en cours pour la réintégrer dans le futur d'une manière ou d'une autre. | a => suggestions : ['À']

42 Mot inconnu : icones => En attendant les fonctionnalités correspondantes sont disponibles soit via les icones de la barre de raccourcis de droite, soit via le menu déroulant accessible dans la barre du haut (icône clé plate)</note> | icones

45 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A ce jour, les variantes principales [[https://doc.kubuntu-fr.org/kubuntu|Kubuntu]], [[https://doc.xubuntu-fr.org/xubuntu|Xubuntu]], [[https://doc.edubuntu-fr.org/edubuntu|Edubuntu]] possèdent des thèmes qui leur sont propres, mais nous n'avons pas de statistiques sur l'usage qui en est fait. Il n'est pas prévu de maintenir le mécanisme actuel, qui demanderait qu'un développeur s'y colle, et qui pose problème au niveau du certificat de sécurité. Mais il est envisagé en revanche de proposer aux utilisateurs qui le souhaitent d'activer un thème alternatif. Plusieurs possibilités existent pour ce faire: | a => suggestions : ['À']

59 Mot inconnu : F12 => Si vous n'y connaissez rien en CSS, vous pouvez bien évidemment nous décrire ce que vous avez en tête. Mais sinon le plus simple est que vous ouvriez la console développeur de votre navigateur (touche F12), et que vous meniez vos propres expériences. Vous pourrez ensuite nous communiquer vos capture d'écran et le code correspondant. | f12
59 Accord de nombre erroné : « capture » devrait être au pluriel. => Si vous n'y connaissez rien en CSS, vous pouvez bien évidemment nous décrire ce que vous avez en tête. Mais sinon le plus simple est que vous ouvriez la console développeur de votre navigateur (touche F12), et que vous meniez vos propres expériences. Vous pourrez ensuite nous communiquer vos capture d'écran et le code correspondant. | capture => suggestions : ['captures']

76 Mot inconnu : php => Ce paragraphe s'adresse à ceux qui voudraient nous aider en déployant une version de la documentation en local sur leur ordinateur. Le process global parait assez simple, il suffit pour commencer d'installer php et dokuwiki, puis suivant votre but: | php
76 Mot inconnu : dokuwiki => Ce paragraphe s'adresse à ceux qui voudraient nous aider en déployant une version de la documentation en local sur leur ordinateur. Le process global parait assez simple, il suffit pour commencer d'installer php et dokuwiki, puis suivant votre but: | dokuwiki

89 Mot inconnu : dokuwiki => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | dokuwiki
89 Mot inconnu : bootstrap3 => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | bootstrap3
89 Mot inconnu : template => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | template
89 Mot inconnu : bootstrap3 => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | bootstrap3
89 Mot inconnu : united => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | united
89 Il manque un espace. => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | participer_wiki => suggestions : [' participer_wiki']
89 Mot inconnu : participer_wiki => Dans ce cas le plus simple est de partir de la dernière version de dokuwiki et de voir comment le personnaliser pour correspondre à nos besoins. Sachant que pour rappel, il a été décidé d'utiliser le [[https://www.dokuwiki.org/template:bootstrap3|template bootstrap3]] et le [[https://bootswatch.com/united/|thème united]], et d'en rajouter une couche la plus fine possible afin de correspondre à nos besoins. Vous pouvez aussi nous contacter sur notre [[wiki:participer_wiki#le_salon_de_discussion|salon de discussion]] pour qu'on vous indique quelle est la branche à partir de laquelle on travaille actuellement | participer_wiki
